combo_name,local_scc,global_scc,permutation,p_val
Type_A_x_Type_A,"[-0.09277278, -0.45409274, -0.16818967, -1.3713338, -0.18712285, -0.14487477, 3.3681152, 0.042903334, 0.11057004, 0.07716952, 0.11152133, 0.11137004, 0.11151693, 0.111393064, 0.008608758, -0.32140613, -0.24669425, 1.2279003, -0.15045562, -0.2801091, 0.1115447, 0.11207074, 0.09736813, -0.021681726, -0.34508112, -0.04108489, 0.11091426, 0.11117171, 0.110526845, 0.110720195, 0.111520305, 0.10782614, 0.008473977, 0.008583728, -0.4985244, 0.009150691, 0.008943064, -0.08268157, -0.08317466, -0.57964694, -0.14363325, 0.1978057, 0.014126144, -0.008932026, 0.0014809165, 0.0891538, 0.03462309, 0.11090094, 0.11135638, 0.11125315, 0.11138716, 0.11154537, 0.111001834, 0.11159234, 0.11141063, 0.11145881, -0.058702014, -0.56834656, -0.002931442, -0.69913775, -0.594315, -3.3826234, -0.59928775, -0.61667264, 0.11130412, 0.11100946, -0.08278243, 0.107956484, -0.13450186, 0.11030153, 0.0393452, 0.11040133, 0.08994575, -0.029673722, -0.02987775, -0.57386684, -0.029716771, -0.054703962, 0.11183811, 0.111993134, 0.11237825, 0.11153166, 0.11155725, 0.09168793, 0.11080747, 0.005145684, 0.06197373, -0.008416226, -0.086322665, 0.07791973, 0.045036674, 0.10855373, 0.1111327, 0.0752, -0.059651826, 0.11130717, -0.6128173, 0.015410367, 0.043421615, 0.01580797, 0.09149138, 0.1111081, 0.110695876, 0.10897596, 0.11088146, 0.09358372, 0.09375107, 0.0068099536, 0.09313816, 0.09361116, -0.055037078, 0.08659193, 0.0099854935, 0.08580432, 0.08614683, 0.110874906, 0.11039655, -0.18629134, -0.20900856, -0.7499301, 0.014901588, -0.33807784, -0.33316594, -0.08422229, 0.023529308, -0.0011017658, 0.10881092, 0.024708295, 0.024452263, -0.17945635, -0.055083577, -0.016635925, 0.00031399823, -0.008971464, -0.03912522, -0.34050247, 0.020701535, 0.11165292, 0.11157607, 0.110431865, 0.110581115, -0.24770902, 0.09317343, -0.2500303, 0.09468268, 0.0712877, 0.07183732, -0.12973846, 0.0716362, -0.06596278, -0.025489325, -0.70759577, -0.025047906, -0.025433622, -0.22984768, -0.2809229, 0.23891215, -0.38829213, -0.041850965, -0.11021686, -0.5502815, 0.00037406385, 0.00019250996, 0.09677753, 0.025324287, 0.097503126, -0.036650468, 0.05703111, -0.004675094, -0.115797415, 0.046633817, -0.052502483, -0.006386727, -0.24217552, -0.0070140995, 0.11171304, 0.11097388, -0.25167722, -0.37841907, 0.3361382, 1.4953661, -0.37850654, -0.018241007, 0.069410875, 0.11067092, 0.06980261, 0.1108755, -0.025120115, 0.11096847, -0.025436418, 0.111568496, -0.23845543, -0.27555713, 0.58788073, 0.38681877, 1.3401508, -0.128663, 0.0018777549, -0.025229916, 0.09692833, -0.039700113, 0.0235587, 0.0960296, 0.09633449, 0.06069497, -0.042726763, -0.08807641, -0.0011387952, 0.0069333585, -0.005303981, 0.039348625, -0.012423366, -0.27832916, 0.033459127, 0.008228499, 0.035014335, -0.11823977, -0.15037802, 0.1113939, -0.04373604, 0.11036473, -0.017633472, 0.11074367, 0.110312834, -0.034844384, 0.11026079, -0.03508224, 0.11071772, 0.11195387, 0.11079615, 0.11033655, 0.11125915, 0.11094023, -0.01866921, -0.07513723, 0.062475152, -0.060390815, -0.21052724, -0.18572456, -0.70536757, -0.09212147, -0.025846351, 0.040079147, 0.055107735, 0.047885314, -0.11428553, 0.7704489, -0.25949538, 0.088124305, -0.09159051, -0.14776695, 0.04654242, 0.048005693, 0.046638317, 0.11166402, 0.07353534, 0.11207678, -0.019718572, 0.0074861106, -0.38932976, -0.04890017, -0.39250135, -0.67732024, -0.2680995, 0.109984696, -0.08305437, -0.16561739, 0.21100149, 0.12962475, -0.16442293, -0.035446458, 0.11059861, 0.110408105, -0.08165443, -0.07973321, -1.0364443, -0.08249089, -0.17828047, 0.019349976, 0.011918271, -0.049454525, -0.1172882, 0.13445601, 0.36662433, -0.18480079, 0.19616602, -0.00042442605, 0.03292186, -0.084181875, 0.106503755, -0.20507827, 0.109307535, -0.14898103, 0.047183305, -0.26961643, 0.024009004, 0.048062265, 0.086902395, 0.11221771, 0.11169399, 0.1118899, 0.1118788, 0.100722395, 0.11223709, -0.047440503, 0.111605644, -0.07809956, 0.06847262, -0.14183708, 0.06536293, 0.019799542, 0.091177225, 0.10697465, 0.11132021, -0.083610766, -0.21185583, -0.018473975, -0.1583871, 0.11111021, 0.10944413, 0.11020288, 0.11063628, -0.08248657, 0.037044574, -0.20439231, 0.015961494, -0.36277825, -0.045939468, 0.012292169, 0.08008088, -0.086446315, 0.026832696, 0.15142144, 0.03039898, -0.12321451, -0.2510849, 0.012546159, -0.026601177, 0.065965205, 0.16418543, 0.06628481, -0.16844025, 0.08681823, 0.013309712, -0.010129356, -0.10002962, 0.012745308, -0.017721165, 0.11032538, 0.040393777, 0.11168474, 0.041006975, 0.110950924, 0.11178214, 0.11078117, 0.11167122, 0.11134943, 0.11213505, 0.10880683, 0.0628843, 0.060298793, -0.17660573, 0.0636118, 0.0058130585, 0.11172744, -0.013037501, -0.022697993, -0.293167, -0.42481261, -0.42823166, -1.4988773, -0.28892323, -0.15710756, 0.111318946, 0.11194543, 0.009743109, 0.06488241, -0.08331405, -0.056918584, -0.09656261, -0.04009592, -0.0072658937, -0.049394716, -0.095396854, 0.039655663, 0.071478635, 0.06451657, 0.11166983, -0.030015763, 0.060412735, -0.031126875, -0.18888482, -0.21633366, -0.36910844, -0.79905033, -0.3673583, -0.12413888, 0.058295645, -0.01736846, 0.055907875, -0.068608806, 0.053116783, -0.015103877, 0.039832465, -0.3120066, -0.21137649, 0.03836736, -0.11670465, 0.10806653, 0.10722357, 0.11182964, 0.059670117, 0.11137693, -0.04658046, 0.024949221, -0.044127837, -0.031513058, 0.015714116, -0.23281139, 0.053647727, -0.012939228, 0.018584378, 0.030741751, -0.026464827, 0.11077054, -0.041043036, -0.092403695, -0.50045687, -0.04150152, -0.03670384, -0.18730432, -0.15975805, 0.4041425, -0.27852264, 1.1317651, -0.052954983, -0.10597878, 0.11146078, 0.07710973, 0.08751663, -0.010110663, 0.03943172, 0.048435576, -0.13130382, -0.24762769, 0.7958954, 1.0523901, 0.4180003, -0.0854288, 0.057662584, 0.10924541, 0.11044343, 0.062343553, 0.11089987, 0.06308325, -0.13570815, -0.13576302, -1.3424984, -0.13709213, -0.13991775, 0.041219816, -0.010863107, -0.16611953, 0.048396073, -0.07860759, -0.058432, 0.042883564, 0.0051209666, 0.03581672, 0.03600537, -0.23444471, -0.08540841, 0.12097042, -0.27116483, 0.09634021, -0.43641582, -0.13815671, 0.07405548, -0.16812387, 0.011950951, -0.077089995, 0.022674011, 0.0012112269, -0.09533328, 0.058360547, 0.047455013, 0.0892072, 0.0066388063, 0.08607164, -0.055072688, 0.10928947, 0.10958833, 0.10878047, 0.06015955, 0.06222769, -0.17917305, -0.028822286, -0.0290588, -0.16417181, 0.019473407, -0.11040684, 0.0809642, -0.053007603, 0.010470143, 0.08023378, 0.041327048, 0.11194229, 0.112592116, 0.111654244, 0.110510014, -0.03967707, 0.1544933, -0.16725229, 0.14111488, -0.054662872, 0.010728553, -0.079291224, -0.08542214, -0.65489435, -0.017861558, -0.068090566, 0.059988156, -0.19338827, 0.0590276, -0.014895417, 0.035326168, -0.3363961, 0.035516445, -0.009506572, 0.06513235, -0.16447031, -0.097073786, -0.0050220974, 0.0273129, -0.037477996, 0.0055843303, 0.039011687, 0.110684276, 0.11056831, 0.11210908, 0.11158555, 0.11190778, -0.016975544, 0.11127281, -0.017114762, 0.11122792, 0.060275376, 0.11126721, 0.060090996, 0.065920785, -0.0086935125, -0.15835471, -0.009089271, 0.06584143, 0.06452628, 0.1115839, 0.05566083, 0.11000241, 0.11104317, 0.04357799, 0.04340057, 0.11068168]",-0.016619432717561722,"[-0.019700294, 0.042513784, -0.007963294, 0.005579031, 0.065095544, -0.002397977, -0.02475661, 0.03906477, -0.030908898, -0.016008414, 0.02402516, -0.01821165, 0.025724493, 0.02104865, -0.004581392, 0.030131575, -0.02567586, -0.03150701, 0.05325735, -0.046667796, 0.028913902, -0.028337633, -0.025479635, -0.014110984, -0.024428306, 0.009547057, -0.006412213, 0.033519063, -0.016502026, -0.0070365197, 0.019443905, -0.017351687, 0.0050936625, 0.04661011, 0.01909896, -0.031003593, -0.0009858193, -0.02438622, 0.001569389, -0.009968269, -0.010509905, 0.01587357, 0.045426663, 0.004416201, -0.0035864424, 0.013804646, -0.01649069, -0.01127417, -0.0092833275, -0.017360292, -0.0013904915, 0.0995539, 0.0057379007, 0.02650454, 0.009391803, -0.0068778517, 0.033748884, 0.010764964, -0.002520171, 0.0016575182, 0.043553155, 5.3622966e-07, 0.005983492, 0.016377116, -0.01285506, 0.018139554, -0.008996698, 0.034935173, -0.023423886, -0.010347345, -0.036757298, -0.048110902, 0.02635803, 0.022745997, -0.025341101, -0.0015445214, -0.0055326633, -0.02598752, -0.00536155, -0.0034763534, -0.01960643, 0.016179733, 0.023727002, -0.012039581, -0.027953412, 0.017132858, 0.014902101, -0.02442886, -0.02565015, 0.03871093, 0.0034429815, -0.002834987, 0.026048958, 0.0036510916, 0.00031068487, -0.022325048, 0.0033679735, -0.022078745, -0.017949054, -0.030542571]",0.27
Type_A_x_Type_B,"[0.49681655, -0.6157361, 0.08800109, 7.945647, -0.32880953, 0.087975904, -0.83738387, 0.10146104, -0.008358482, -0.35096177, 0.10223953, -0.25727502, 0.09054674, 0.10224645, 0.08901124, 0.09249068, 0.099729404, -1.1835223, 0.102210104, 0.102229014, 0.10216879, 0.1027484, 0.1022308, -0.39480954, 1.2222886, 0.102222465, 0.1019885, 0.102065414, 0.101311564, 0.10183254, 0.09088618, -0.063875884, 0.101364374, -0.066306114, -0.40615562, 0.102555275, 0.10130099, 0.10223223, 0.10264015, -0.9648893, 0.10160189, -0.15334164, -0.08314466, 0.050295517, 0.06409078, -0.22798595, -0.2657139, 0.036736365, 0.06729712, 0.10202859, 0.058448754, 0.073069334, 0.10172418, 0.10211906, 0.10195041, 0.10224653, 0.1022057, -0.45875537, -0.054650225, -0.19292994, 0.1015259, 6.959748, -0.05455926, 0.102358505, 0.101907715, 0.020222444, 0.020151282, 0.031695828, -0.06193713, -0.50116616, -0.48057356, 0.020435413, -0.4610695, -0.4098202, 0.06630389, -0.6751753, 0.073318474, 0.102704644, 0.07330215, 0.0050656237, 0.0051199533, 0.076633096, -0.02052739, 0.005003486, -0.11950268, -0.08318735, 0.10227288, -0.51670355, 0.10613567, -0.3584013, 0.102314755, -0.06700171, -0.10746625, 0.09615672, -0.14612085, -0.1103519, 0.06233833, -0.062732555, 0.002273085, 0.099556446, 0.100363165, 0.10211513, 0.018314147, 0.097991735, -0.04969494, 0.10202248, -0.4799961, 0.0005977154, -0.41874775, 0.021211028, 0.091067456, 0.0025578775, -0.004675228, 0.10108106, 0.013941079, -0.017564243, 0.0049306694, 0.06958016, -0.020846233, -1.5470986, -0.0041401167, -0.13352272, 2.1261399, -0.355804, -0.119337894, -0.66909945, -0.48770195, -0.12694277, 0.0981512, 0.13488162, -0.04013692, -0.23905195, 0.001728592, 0.10270074, 0.038917277, -0.31320336, 0.100009054, 0.10230014, 0.1007946, -0.33996722, -0.3433465, 0.100430086, -0.42111775, -0.49307367, 0.06616576, -0.025980702, -0.015134253, -0.016441822, 0.014152281, -0.15033153, -0.017357606, 0.74811536, 0.10053747, -0.03930423, 0.070188195, -0.0215411, -0.097564094, 0.09042702, -0.13400295, 0.077781305, 1.1111745, 0.012515103, 0.101375505, 0.012464512, 0.012594283, 0.0023806952, 0.002518328, 0.06023569, 0.0024535656, 0.07491505, 0.10229907, 0.02255562, 0.10166222, -0.014369126, 0.10280219, -0.100698076, 0.023432132, -0.5301272, -0.032474704, 8.199799, 0.054454423, 0.064896375, -0.00038649514, -0.043675113, -0.028137747, -0.085350186, -0.14971305, 0.038912162, -0.0863277, -0.19783567, -0.007931273, 0.1023178, -0.008109976, 0.38160282, -0.08911054, -0.43533772, 0.102514215, 0.10280653, -0.016771594, -0.016629357, 0.102189705, -0.0035026767, -0.09724828, -0.12050005, 0.05954735, -0.07787529, 0.18592718, 0.19078773, -0.0074313786, -0.023587387, -0.06889725, -0.011907581, -0.16886216, 0.10164586, 0.10271449, 0.10229575, -0.10822753, 0.102439225, -0.27301145, -0.0569411, 0.101401, -0.044608638, -0.10879064, 0.014857799, 0.04611563, -0.028450476, 0.02661566, 0.101611465, -0.0055778474, 0.101634, -0.005477559, 0.10208875, 0.10215607, 0.101451784, -0.0268334, -0.42270792, 0.2953031, 0.10166515, 0.05380047, 0.106315956, 0.02504757, -0.09335382, 0.10049131, -0.05556777, -0.05135869, 0.02097689, -0.56104124, 0.010869291, -0.9753855, -0.023705864, 0.10223012, 0.06765703, 0.102143794, 0.10239167, 0.102216616, 0.10227843, -0.021055795, -0.02103879, 0.10123946, 0.18200035, -0.007928366, 0.10245602, -0.062568486, -0.053078435, -0.16277413, 0.10127968, -0.071051985, -0.026871711, -0.18384457, 0.10185841, -0.0054711103, -0.0054308344, 0.101455554, -0.0055887625, -0.005334936, 0.92223704, -0.15621518, -0.09754395, -0.073391885, -0.20767224, -0.027244637, 0.04958205, -0.14557758, -0.7805265, 0.02536, -0.18887767, 0.0054989145, 0.07779213, 0.10258317, 0.1024396, 0.10225485, -0.22244988, 0.102602765, -0.2240725, -0.24697255, 0.023192512, 0.02323053, 0.06927033, -0.008943634, 0.023177782, -0.052963782, 0.070325226, -0.021123726, 0.10276403, 0.024688303, 0.023838868, 0.10104656, 0.011181099, 0.042851914, 0.079551436, 0.075756446, 0.04950565, 0.056179427, 0.040345103, -0.22484788, -0.14688243, -0.018079353, -0.055824816, 0.10217348, 0.092435114, 0.10125464, 0.10166838, 0.030330256, 0.029952692, -0.026129406, -0.013780665, 0.44416764, 0.09730648, 0.10265681, 0.098021924, 0.09798334, 0.10228094, -0.1032051, -0.1590261, 0.100686, -0.41055444, 0.0985776, 0.101025075, -0.2212974, 0.3690861, 0.04558932, -0.22671106, -0.27842632, 0.04691812, -0.0063824235, -0.30716267, -0.009006524, 0.10119731, 0.069483064, 0.10105319, 0.102535054, 0.068896994, 0.06818712, 0.04741583, 0.0675188, 0.013724055, 0.088231385, 0.10275891, 0.08967366, 0.04685038, 0.07168422, -0.025836159, 0.10233846, 0.054889895, 0.04520159, 0.10303089, 0.06931393, -0.20239648, -0.19617462, -0.31330466, 2.7560937, 0.045147687, 0.07205705, -0.18899742, 0.09468903, -0.15076636, 0.10237074, 0.08368659, -0.15388809, -0.15252991, 0.101456165, 0.06342107, -0.044723056, -0.1218905, 0.064538285, 0.0644099, 0.102702975, 0.10248649, 0.10209939, 0.10239428, 0.0981866, -0.15174429, 0.088266134, 0.10257729, -0.3959049, 0.088702284, 0.04694221, 0.07711882, 0.092389286, 0.08761775, -0.1775779, 0.08512309, 0.10196279, 0.10275387, -0.2858455, 0.053859033, 0.013716232, -0.11311037, 0.021621577, -0.08605185, 0.00035045855, 0.005409792, 0.04724463, -0.094034344, -0.038874462, 0.18599765, -0.092623845, -0.29808632, -0.178786, 0.06941014, 0.08567855, 0.04111789, -0.086738065, -0.040296137, -0.08076809, -0.059379343, -0.4040841, 0.9923067, -0.060033135, 0.08376187, 0.10232905, 0.10197357, -1.1356307, 0.06392449, -0.57880867, 0.06398917, 0.10201987, 0.10240221, 0.102180354, 0.09915206, -0.016014997, 0.102220416, 0.102828324, 0.08940056, 0.06942786, -0.8373192, -0.46390742, -0.16196151, -0.05248521, -0.029562652, 0.06845094, -0.045168713, -0.019878712, 0.10287933, 0.10270344, 0.053332068, 0.042358167, -0.08131015, -0.031121366, -0.054169, -0.058449667, -0.044656068, -0.074310616, -0.0662535, 0.061423894, 0.7121968, -0.12500905, -0.07098278, -0.15522054, -0.12494433, 0.13747258, -0.020861208, -0.055202592, 0.4990288, -0.02902941, 0.10161808, 0.07389363, -0.30197263, 0.10198854, 0.047804683, 0.08272456, 0.07708524, -0.12386197, -0.12906486, -0.26076734, 0.06971592, 0.021924652, -0.01206678, 0.06379345, 0.007166771, 0.0016442612, -0.02040561, 0.045434564, -0.03642513, 0.102074, -0.16464548, 0.102506705, 0.10238605, -0.40358454, 0.09129658, 0.10228014, 0.09141992, -0.06609537, 0.06137935, 0.07611152, 0.087028496, 0.071792066, 0.07740554, 0.102225915, 0.101242825, 0.10248864, -0.24481873, 0.06263006, -0.26593366, 0.10155314, 0.6692581, -0.32233673, 0.06900436, 1.5688071, -0.29899427, 0.06839332, 0.058030523, -0.17213506, 0.016538624, -0.0077803005, 0.029383644, -0.19389607, -0.008223273, 0.029798444, 0.10217817, -0.15118429, 0.1027964, -0.038584128, -0.28309765, -0.107841276, -0.059191246, 0.101581745, 0.10183133, 0.101492316, 0.049830608, 0.04133884, 0.102694154, 0.046856172, 0.065499984, 0.07101342, 0.10204837, 0.10210888, 0.10220156, 0.101403676, 0.10155852, 0.030572176, -0.14530577, 0.030409463, -0.09987444, 0.101432964, -0.20435998, -0.066231, 0.10115962, 0.10199256, 0.101715215, -0.202716, 0.10146606]",0.03699833527207375,"[0.012746631, 0.012738633, 0.010729654, 0.002412538, -0.012314537, 0.00639889, -0.014680414, 0.039291523, -0.01622205, -0.018139979, -0.005169781, -0.007994154, 0.008880727, -0.018229432, -0.00070008053, -0.022948122, -0.00018169363, 0.039320678, 0.015478048, -0.01212665, -0.01871133, -0.00797422, 0.003241812, -0.0092639495, -0.024455566, -0.013678682, 0.0087160915, -0.004864216, 0.001720455, 0.008910177, 0.00522281, -0.0122912135, 0.046554655, 0.023989173, -0.006286657, -0.009606497, -0.00093800825, 0.024712062, -0.0036786934, 0.008724494, -0.0136635415, -0.030910425, -0.0061276434, 0.018335046, 0.0027497713, 0.030217143, -0.0070905974, 0.021821367, 0.017129825, -0.0054309894, -0.014506635, 0.007268885, -0.014285288, -0.012168788, -0.015082105, 0.011483449, 0.00023841222, -0.00684485, -0.0113414265, 0.0055375285, -0.012335414, 0.003354627, -0.008088686, 0.032951843, -0.01706147, -0.0030126844, -0.017050542, -0.015760424, -0.009688826, -0.013369475, -0.007956394, -0.014036961, 0.0109571135, 0.015225117, -0.0029042305, 0.012149075, 0.0020645775, -0.01535379, -0.00051202683, 0.03748796, 0.01501083, 0.004492501, 0.02708389, -0.023028964, -0.02104208, 0.020575745, -0.012984157, 0.009328667, -0.0059943427, -0.0228151, -0.00822313, -0.01777869, -0.014589285, 0.010284125, -0.01628859, 0.003917978, -0.012989663, -0.0006959752, 0.011845195, 0.017582256]",0.04
